ANO,TRIMESTRE,PROVEEDOR,COD_DEPARTAMENTO,DEPARTAMENTO,MUNICIPIO,CAB_MUNICIPAL,COBERT_2G,COBERT_3G,COBERT_4G,COBERT_LTE
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,APARTADÓ,N,S,S,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,COCORNÁ,S,N,N,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,VICTORIA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,SAN PEDRO DE URABA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,MOTAVITA,N,N,N,N,N
2018,2,AVANTEL S.A.S,05,ANTIOQUIA,VEGACHÍ,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,DAGUA,N,S,S,N,N
2018,2,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,LA UNIÓN,S,S,S,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,66,RISARALDA,GUÁTICA,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,DAGUA,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,MORALES,S,S,S,N,S
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,MOSQUERA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,CAMPOHERMOSO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,YOPAL,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,DAGUA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,EL PEÑÓN,S,S,S,N,S
2018,1,AVANTEL S.A.S,15,BOYACÁ,SOCOTÁ,S,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,70,SUCRE,BUENAVISTA,S,S,S,N,N
2018,3,AVANTEL S.A.S,68,SANTANDER,MÁLAGA,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,REMOLINO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,OVEJAS,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,PINILLOS,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,BARRANCABERMEJA,S,S,S,N,S
2018,2,AVANTEL S.A.S,52,NARIÑO,GUAITARILLA,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TUMACO - SAN ANDRES DE TUMACO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TUMACO - SAN ANDRES DE TUMACO,N,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,BARBACOAS,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,SAN JOSÉ DE MIRANDA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,LORICA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,CURUMANÍ,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,ANSERMANUEVO,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,MEDIO ATRATO,N,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,63,QUINDÍO,CALARCA,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,LORICA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,EL BANCO,N,S,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,SOGAMOSO,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,RIOSUCIO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN CARLOS,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,VIJES,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,PATÍA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,AGUACHICA,N,N,N,N,N
2018,2,AVANTEL S.A.S,15,BOYACÁ,TOTA,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,NOBSA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,NECOCLÍ,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,BETÉITIVA,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,ALBÁN,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SAN PEDRO,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,SANTA ROSA DEL SUR,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,GUAMAL,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,PUEBLOVIEJO,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,DAGUA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,RETIRO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,AQUITANIA,N,N,N,N,N
2018,1,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,20,CESAR,AGUACHICA,S,N,N,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,CARTAGO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,MAICAO,N,N,N,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,OLAYA HERRERA,S,S,S,N,S
2018,4,AVANTEL S.A.S,25,CUNDINAMARCA,SOPÓ,S,S,N,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,BARBACOAS,N,N,N,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,SOPETRÁN,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,SEVILLA,S,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,50,META,CABUYARO,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SAN CALIXTO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,BUENAVISTA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,NÓVITA,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,66,RISARALDA,QUINCHÍA,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,GAMA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,COELLO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SUCRE,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,COVARACHÍA,S,S,S,N,N
2018,4,AVANTEL S.A.S,68,SANTANDER,CHIMA,S,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN BERNARDO DEL VIENTO,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,BARRANCO DE LOBA,S,S,S,N,N
2018,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,NECHÍ,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,LÓPEZ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,PAEZ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SAN PEDRO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,URIBIA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,QUINCHÍA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,ANGELÓPOLIS,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,SANTA BÁRBARA DE PINTO,S,N,N,N,S
2018,2,COLOMBIA MOVIL  S.A ESP,44,LA GUAJIRA,BARRANCAS,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,VALENCIA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,TIBÚ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,ICONONZO,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,BARBOSA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,CAUCASIA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,SAMANIEGO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,PASTO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,BUGALAGRANDE,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,LLORÓ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,QUIBDÓ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,PELAYA,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,OCAÑA,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,VALENCIA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,RIOHACHA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PRADERA,N,N,S,N,N
2018,4,AVANTEL S.A.S,25,CUNDINAMARCA,GAMA,S,N,N,N,N
2018,1,AVANTEL S.A.S,15,BOYACÁ,MONGUA,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,91,AMAZONAS,LETICIA,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,MONTERÍA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,TIMBIQUÍ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,LA CELIA,S,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PRADERA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,PASTO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,QUIBDÓ,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,SAPUYES,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,BARBACOAS,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,LA VEGA,N,S,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,PASTO,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,LA TOLA,N,N,N,N,N
2018,2,AVANTEL S.A.S,68,SANTANDER,LANDÁZURI,S,N,N,N,N
2018,2,COLOMBIA MOVIL  S.A ESP,20,CESAR,VALLEDUPAR,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,GUAMAL,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,PARATEBUENO,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,DAGUA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,PASTO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN ANTERO,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,CAMPOALEGRE,S,S,S,N,S
2018,1,UNE EPM TELECOMUNICACIONES S.A.,25,CUNDINAMARCA,CHÍA,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,CRAVO NORTE,N,N,N,N,N
2018,2,AVANTEL S.A.S,25,CUNDINAMARCA,SUESCA,S,N,N,N,N
2018,2,UNE EPM TELECOMUNICACIONES S.A.,85,CASANARE,YOPAL,S,N,N,N,N
2018,4,AVANTEL S.A.S,19,CAUCA,PURACÉ,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,TORIBIO,N,S,S,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,SAN RAFAEL,S,S,S,N,N
2018,1,AVANTEL S.A.S,76,VALLE DEL CAUCA,GINEBRA,S,S,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,CANTAGALLO,S,S,S,N,N
2018,3,AVANTEL S.A.S,05,ANTIOQUIA,PUEBLORRICO,S,N,N,N,N
2018,2,COLOMBIA MOVIL  S.A ESP,23,CÓRDOBA,PLANETA RICA,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,BARBACOAS,N,N,N,N,N
2018,2,AVANTEL S.A.S,54,NORTE DE SANTANDER,TEORAMA,S,N,N,N,N
2018,2,AVANTEL S.A.S,05,ANTIOQUIA,VIGÍA DEL FUERTE,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,ZIPACÓN,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,LOS CÓRDOBAS,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,MAGÜI,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,HACARÍ,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,CÓMBITA,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,LA PINTADA,S,N,N,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,CURILLO,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,MACEO,N,S,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,EL PASO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,CHIMICHAGUA,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,SAN JUAN DEL CESAR,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,HATO,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,MAGANGUÉ,N,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,SAN RAFAEL,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,GUACAMAYAS,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,EL CARMEN,N,N,N,N,N
2018,3,AVANTEL S.A.S,70,SUCRE,SAN LUIS DE SINCÉ,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,LA CEJA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,GUAYABETAL,S,S,S,N,S
2018,2,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,ZARZAL,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,MANIZALES,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,LOS CÓRDOBAS,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,YACOPÍ,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,COCORNÁ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,BALBOA,N,N,N,N,N
2018,4,AVANTEL S.A.S,25,CUNDINAMARCA,SAN JUAN DE RÍO SECO,S,N,N,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,MONGUÍ,S,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,VALLE DE SAN JOSÉ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN ANTERO,N,N,N,N,N
2018,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,47,MAGDALENA,ARIGUANÍ,S,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,NATAGAIMA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,17,CALDAS,PENSILVANIA,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,MANAURE,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,SEVILLA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,SOLANO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,SABANALARGA,N,S,S,N,N
2018,1,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,EL CARMEN DE VIBORAL,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,MARÍA LA BAJA,N,S,S,N,N
2018,4,AVANTEL S.A.S,08,ATLÁNTICO,BARANOA,S,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,SAN BERNARDO,N,N,N,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,76,VALLE DEL CAUCA,TORO,S,N,N,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,INZÁ,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,66,RISARALDA,QUINCHÍA,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,RIOHACHA,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,PALMIRA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,BOSCONIA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,TUMACO - SAN ANDRES DE TUMACO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,AGUAZUL,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,CARTAGENA,N,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,ARGELIA,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,GUATAPE,S,S,S,N,S
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,ZONA BANANERA,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,MANAURE,S,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,GIGANTE,N,S,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,LA PEÑA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,ENCISO,N,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,RIOBLANCO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,SUCRE,N,S,N,N,N
2018,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,50,META,ACACÍAS,S,N,N,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,VALLEDUPAR,N,N,N,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,CLEMENCIA,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,ALBÁN,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,CALOTO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,PALMITO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,CIÉNAGA DE ORO,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,PUEBLO NUEVO,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,PAICOL,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,NIMAIMA,N,S,S,N,N
2018,4,COLOMBIA MOVIL  S.A ESP,85,CASANARE,AGUAZUL,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,BAGADÓ,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,66,RISARALDA,PEREIRA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,NEMOCÓN,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,47,MAGDALENA,CIÉNAGA,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,MOSQUERA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,FRANCISCO PIZARRO,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,YOTOCO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,LA VEGA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,ARIGUANÍ,N,S,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,SALAZAR,N,S,S,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,CÓRDOBA,S,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,GACHANCIPÁ,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,BUENAVENTURA,S,S,S,N,S
2018,4,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,EL CARMEN,N,N,N,N,N
2018,2,AVANTEL S.A.S,25,CUNDINAMARCA,ALBÁN,S,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,SAN JOSÉ DE TOLUVIEJO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,QUIBDÓ,N,S,S,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,GUAPI,N,N,N,N,N
2018,3,COLOMBIA MOVIL  S.A ESP,70,SUCRE,SAN PEDRO,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,TEORAMA,N,N,N,N,N
2018,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,VILLA DEL ROSARIO,N,S,S,N,N
2018,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,PUPIALES,S,S,S,N,S
2018,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,SOACHA,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,TALAIGUA NUEVO,S,S,S,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,PAILITAS,N,S,S,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,GUADUAS,N,N,N,N,N
2018,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,AMALFI,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,81,ARAUCA,ARAUQUITA,N,S,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,SAN PELAYO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,RONDÓN,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,EL ROSARIO,N,N,N,N,N
2018,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,TURBO,N,S,S,N,N
2018,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,70,SUCRE,OVEJAS,S,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,PASTO,N,N,N,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,MONTERÍA,N,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,63,QUINDÍO,CÓRDOBA,S,S,S,N,S
2018,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,BUSBANZÁ,S,S,S,N,S
2018,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,PATÍA,N,N,N,N,N
2018,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,CUBARÁ,N,S,S,N,N
2018,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,CIMITARRA,N,N,N,N,N
2018,3,COMUNICACION CELULAR S A COMCEL S A,18,CAQUETA,SAN VICENTE DEL CAGUÁN,N,N,N,N,N
